sample_record_identifier,source,date_searched,search_engine,search_terms,type_of_record,language,where_in_text?,doi,specimen record,paper title,life_stage,further_description,uku_present1_absent0,region,island,site,station,habitat_type,latitude_start_dd,longitude_start_dd,latitude_end_dd ,longitude_end_dd ,dms_or_dd,collection_date,collection_month,collection_day,collection_year,cruise_dates,ship_name,cruise_number,sampling_method,sampling_method_mesh_size_um,sampling_method_net_area_m2,sampling_method_net_diamteter_m,sampling_method_net_length_m,sampling method_tow_speed_no_unit,sampling method_tow_speed_unit,sampling_method_tow_time_minutes,sampling_distance_km_per_net_from_distance,sampling_distance_km_per_net_from_time,sampling_method_notes,sampling_method_tow_type,day_night,collection_depth_m_min,collection_depth_m_max,max_cast_depth(m),number_of_individuals,tow_id,number_of_uku_per_Vm^3,V_in_m^3,whole_part_or_DNA?,specimen_location,collected_by_person,identified_by_person,identified_by_insitiution,spawn_peak,avg_fork_length_mm_from_lot,length_mm,length_type,indiv_fork_length_mm,avg_standard_length_from_lot,indiv_standard_length_mm,indiv_total_length_mm,estimated_age_days,growth_model_used,visual_of_larvae,link_to_paper,community_composition,distance_to_shore_nm,prey_items_present_Y_N,which_prey_items,link_to_cruise_ctd_metadata,ctd_latitude,ctd_longitude,ctd_coord_type,ctd_date,notes,temp_at_colllection_depth,sal_at_depth,min_possible_temp,max_possible_temp,do,bottom depth_m,bottom_depth_method,number_of_nonuku_individuals_from tow,LAT_DD_JL,LON_DD_JL,Depth_m_v21_50m,Depth_m_v21_1km,Dist2Shore_m,Near_Island,X_shore,Y_shore,DistTo30m_m,X_30m,Y_30m
Townsend Cromwell_32_58_1221,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,58,pelagic,21.300000000,-158.20000000000,,,dd,8/24/1967,8,24,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1221,,day,93,116,116,0,Townsend Cromwell_8/24/1967_58_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,8/24/1967,,,34.84,24.4,27.3,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_59_1941,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,59,pelagic,21.300000000,-158.20000000000,,,dd,8/24/1967,8,24,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1941,,night,16,23,23,0,Townsend Cromwell_8/24/1967_59_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,8/24/1967,,,34.85,27.4,27.7,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_6_354,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,6,pelagic,21.300000000,-158.20000000000,,,dd,7/14/1967,7,14,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,354,,night,83,124,124,0,Townsend Cromwell_7/14/1967_6_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/14/1967,,,34.89,23.1,26.5,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_60_943,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,60,pelagic,20.900000000,-157.60000000000,,,dd,8/25/1967,8,25,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,76.98,,5.94,943,,day,14,36,36,0,Townsend Cromwell_8/25/1967_60_day,0,570267.8,whole,,,,,6,,,,,,,,,,,,,,,,,20.900000000,-157.60000000000,dd,8/25/1967,,,,26.7,26.7,,,,,20.9,-157.6,-78.147,-134.113,37430.54,Molokai,-157.309,21.09843,35480.16,-157.331,21.09751
Townsend Cromwell_32_61_1226,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,61,pelagic,20.800000000,-157.70000000000,,,dd,8/25/1967,8,25,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,64.00002,,4.94,1226,,day,13,27,27,0,Townsend Cromwell_8/25/1967_61_day,0,474112.1,whole,,,,,6,,,,,,,,,,,,,,,,,20.800000000,-157.70000000000,dd,8/25/1967,,,,26.6,26.6,,,,,20.8,-157.7,-766.698,-771.882,50832.45,Oahu,-157.707,21.25907,49706.97,-157.798,21.23936
Townsend Cromwell_32_62_28,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,62,pelagic,20.700000000,-156.90000000000,,,dd,9/9/1967,9,9,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,28,,night,9,21,21,0,Townsend Cromwell_9/9/1967_62_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.700000000,-156.90000000000,dd,9/9/1967,,,34.78,27.6,27.7,,,,,20.7,-156.9,-252.9,-252.928,3874.478,Lanai,-156.893,20.73436,3362.219,-156.895,20.72993
Townsend Cromwell_32_63_430,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,63,pelagic,20.600000000,-156.90000000000,,,dd,9/9/1967,9,9,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,180,,13.89,430,,night,17,22,22,0,Townsend Cromwell_9/9/1967_63_night,0,1333440.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.600000000,-156.90000000000,dd,9/9/1967,,,34.78,27.6,27.7,,,,,20.6,-156.9,-418.677,-419.742,14894.01,Lanai,-156.893,20.73436,14259.25,-156.888,20.72832
Townsend Cromwell_32_65_426,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,65,pelagic,20.700000000,-156.90000000000,,,dd,9/10/1967,9,10,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,180,,13.89,426,,night,101,121,121,0,Townsend Cromwell_9/10/1967_65_night,0,1333440.0,whole,,,,,6,,,,,,,,,,,,,,,,,20.700000000,-156.90000000000,dd,9/10/1967,,,34.78,24.3,27.7,,,,,20.7,-156.9,-252.9,-252.928,3874.478,Lanai,-156.893,20.73436,3362.219,-156.895,20.72993
Townsend Cromwell_32_66_345,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,66,pelagic,19.700000000,-156.10000000000,,,dd,9/15/1967,9,15,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,345,,night,14,20,20,0,Townsend Cromwell_9/15/1967_66_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,19.700000000,-156.10000000000,dd,9/15/1967,,,34.62,28.2,28.3,,,,,19.7,-156.1,-1775.67,-1773.27,5026.289,Hawaii,-156.062,19.72728,4857.842,-156.063,19.7262
Townsend Cromwell_32_67_1152,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,67,pelagic,19.800000000,-156.00000000000,,,dd,9/15/1967,9,15,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1152,,day,87,119,119,0,Townsend Cromwell_9/15/1967_67_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,19.800000000,-156.00000000000,dd,9/15/1967,,,34.65,25.1,28,,,,,19.81,-156.02,-34.0786,-34.5495,790.8882,Hawaii,-156.014,19.80625,194.9003,-156.019,19.80841
Townsend Cromwell_32_68_1953,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,68,pelagic,19.900000000,-155.90000000000,,,dd,9/15/1967,9,15,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1953,,night,16,21,21,0,Townsend Cromwell_9/15/1967_68_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,19.900000000,-155.90000000000,dd,9/15/1967,,,34.65,27.8,28,,,,,19.91,-155.91,-45.5215,-42.1257,1046.017,Hawaii,-155.901,19.90527,277.6296,-155.908,19.90826
Townsend Cromwell_32_69_402,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,69,pelagic,19.700000000,-156.10000000000,,,dd,9/16/1967,9,16,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,402,,night,105,120,120,0,Townsend Cromwell_9/16/1967_69_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,19.700000000,-156.10000000000,dd,9/16/1967,,,34.66,24.2,27.7,,,,,19.7,-156.1,-1775.67,-1773.27,5026.289,Hawaii,-156.062,19.72728,4857.842,-156.063,19.7262
Townsend Cromwell_32_7_1154,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,7,pelagic,21.300000000,-158.20000000000,,,dd,7/14/1967,7,14,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1154,,day,12,25,25,0,Townsend Cromwell_7/14/1967_7_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/14/1967,,,34.88,26.5,26.6,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_70_1946,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,70,pelagic,19.400000000,-156.00000000000,,,dd,9/16/1967,9,16,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1946,,night,13,18,18,0,Townsend Cromwell_9/16/1967_70_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,19.400000000,-156.00000000000,dd,9/16/1967,,,34.69,27.9,28,,,,,19.4,-156,-1661.8,-1688.95,9037.284,Hawaii,-155.919,19.42783,8886.449,-155.921,19.42818
Townsend Cromwell_32_71_352,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,71,pelagic,19.300000000,-156.00000000000,,,dd,9/16/1967,9,16,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,352,,night,95,110,110,0,Townsend Cromwell_9/16/1967_71_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,19.300000000,-156.00000000000,dd,9/16/1967,,,34.66,25.0,27.7,,,,,19.3,-156,-2638.24,-2635.54,11536.71,Hawaii,-155.892,19.27932,11402.08,-155.893,19.28102
Townsend Cromwell_32_72_1145,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,72,pelagic,19.200000000,-155.90000000000,,,dd,9/17/1967,9,17,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1145,,day,14,18,18,0,Townsend Cromwell_9/17/1967_72_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,19.200000000,-155.90000000000,dd,9/17/1967,,,34.64,27.6,27.9,,,,,19.21,-155.91,-453.201,-444.832,828.4174,Hawaii,-155.904,19.20468,669.925,-155.904,19.20739
Townsend Cromwell_32_73_1945,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,73,pelagic,19.200000000,-156.00000000000,,,dd,9/17/1967,9,17,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1945,,night,15,19,19,0,Townsend Cromwell_9/17/1967_73_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,19.200000000,-156.00000000000,dd,9/17/1967,,,34.67,27.8,27.9,,,,,19.2,-156,-2485.43,-2478.99,9720.31,Hawaii,-155.909,19.18709,9331.382,-155.913,19.18206
Townsend Cromwell_32_74_1945,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,74,pelagic,19.600000000,-156.20000000000,,,dd,9/18/1967,9,18,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,337.00002,,26.01,1945,,night,10,23,23,0,Townsend Cromwell_9/18/1967_74_night,0,2496496.1,whole,,,,,6,,,,,,,,,,,,,,,,,19.600000000,-156.20000000000,dd,9/18/1967,,,34.58,27.6,27.6,,,,,19.6,-156.2,-3749.45,-3723.19,18594.35,Hawaii,-156.033,19.65617,18454.9,-156.034,19.65531
Townsend Cromwell_32_75_346,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,75,pelagic,19.400000000,-156.20000000000,,,dd,9/19/1967,9,19,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,346,,night,37,68,68,0,Townsend Cromwell_9/19/1967_75_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,19.400000000,-156.20000000000,dd,9/19/1967,,,34.59,27.4,27.5,,,,,19.4,-156.2,-3989.38,-3992.21,27912.59,Hawaii,-155.95,19.48665,27774.18,-155.951,19.48557
Townsend Cromwell_32_76_1147,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,76,pelagic,19.400000000,-156.20000000000,,,dd,9/19/1967,9,19,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1147,,day,61,73,73,0,Townsend Cromwell_9/19/1967_76_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,19.400000000,-156.20000000000,dd,9/19/1967,,,34.62,27.2,27.6,,,,,19.4,-156.2,-3989.38,-3992.21,27912.59,Hawaii,-155.95,19.48665,27774.18,-155.951,19.48557
Townsend Cromwell_32_77_1949,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,77,pelagic,19.300000000,-156.20000000000,,,dd,9/19/1967,9,19,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1949,,night,40,68,68,0,Townsend Cromwell_9/19/1967_77_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,19.300000000,-156.20000000000,dd,9/19/1967,,,34.62,27.4,27.9,,,,,19.3,-156.2,-3820.41,-3820.14,31938.67,Hawaii,-155.9,19.25556,31820.6,-155.901,19.25498
Townsend Cromwell_32_78_1942,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,78,pelagic,21.300000000,-158.20000000000,,,dd,9/22/1967,9,22,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1942,,night,7,17,17,0,Townsend Cromwell_9/22/1967_78_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,9/22/1967,,,34.74,27.4,27.5,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_79_350,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,79,pelagic,21.300000000,-158.20000000000,,,dd,9/23/1967,9,23,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,350,,night,45,78,78,0,Townsend Cromwell_9/23/1967_79_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,9/23/1967,,,34.8,27.1,27.3,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_8_1954,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,8,pelagic,21.300000000,-158.20000000000,,,dd,7/14/1967,7,14,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1954,,night,86,129,129,0,Townsend Cromwell_7/14/1967_8_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/14/1967,,,34.88,22.9,26.7,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_80_1147,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,80,pelagic,21.300000000,-158.20000000000,,,dd,9/23/1967,9,23,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1147,,day,62,78,78,0,Townsend Cromwell_9/23/1967_80_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,9/23/1967,,,34.77,25.0,27.3,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_81_1941,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,81,pelagic,21.300000000,-158.20000000000,,,dd,9/23/1967,9,23,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1941,,night,9,18,18,0,Townsend Cromwell_9/23/1967_81_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,9/23/1967,,,34.78,27.8,27.6,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_82_343,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,82,pelagic,21.300000000,-158.20000000000,,,dd,9/24/1967,9,24,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,343,,night,8,14,14,0,Townsend Cromwell_9/24/1967_82_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,9/24/1967,,,34.79,27.2,27.2,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_83_1155,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,83,pelagic,21.300000000,-158.20000000000,,,dd,9/24/1967,9,24,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1155,,day,113,154,154,0,Townsend Cromwell_9/24/1967_83_day,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,9/24/1967,,,34.77,22.5,27.3,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_84_1942,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,84,pelagic,21.300000000,-158.20000000000,,,dd,9/24/1967,9,24,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,1942,,night,5,10,10,0,Townsend Cromwell_9/24/1967_84_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,9/24/1967,,,34.77,27.6,27.7,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_85_344,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,85,pelagic,21.300000000,-158.20000000000,,,dd,9/25/1967,9,25,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,344,,night,13,18,18,0,Townsend Cromwell_9/25/1967_85_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,9/25/1967,,,34.84,27.3,27.4,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
Townsend Cromwell_32_9_354,InPort_5809,11/15/2021,InPort,Townsend Cromwell 1962,government non-fisheries report,English,whole text,"environmental data from here, only lists summary, not entire water column; max temp is SURFACE_TEMP, min temp is average of TEMP_1, TEMP_2 and SURFACE_TEMP",none,,,,0,Main Hawaiian Islands,,,9,pelagic,21.300000000,-158.20000000000,,,dd,7/15/1967,7,15,1967,,Townsend Cromwell,32,ANCHOVY #2; COBB PELAGIC TRAWL,6400,96,,,2.5,knots,360,,27.78,354,,night,17,25,25,0,Townsend Cromwell_7/15/1967_9_night,0,2666880.0,whole,,,,,6,,,,,,,,,,,,,,,,,21.300000000,-158.20000000000,dd,7/15/1967,,,34.89,26.5,26.5,,,,,21.3,-158.2,-1071.16,-1083.01,8449.049,Oahu,-158.123,21.32446,6899.081,-158.14,21.32624
